Time [s], Analyzer Name, Decoded Protocol Result,,,,,,,,,,
10.9085845,SMBus,BatteryMode 0x8480 INTERNAL_CHARGE_CONTROLLER=0, PRIMARY_BATTERY_SUPPORT=0, CONDITION_FLAG=1, CHARGE_CONTROLLER_ENABLED=0, PRIMARY_BATTERY=0, ALARM_MODE=0, CHARGER_MODE=0, CAPACITY_MODE=1,,,
10.9088651666667,SMBus,PEC 0xC5 OK,,,,,,,,,,
10.91002975,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
10.91018,SMBus,Command BatteryMode 0x03,,,,,,,,,,
10.9103875833333,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
10.9105138333333,SMBus,BatteryMode 0x8480 INTERNAL_CHARGE_CONTROLLER=0, PRIMARY_BATTERY_SUPPORT=0, CONDITION_FLAG=1, CHARGE_CONTROLLER_ENABLED=0, PRIMARY_BATTERY=0, ALARM_MODE=0, CHARGER_MODE=0, CAPACITY_MODE=1,,,
10.910845,SMBus,PEC 0x9C OK,,,,,,,,,,
10.9120745,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
10.9122375,SMBus,Command DesignCapacity 0x18,,,,,,,,,,
10.9124451666667,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
10.9125711666667,SMBus,Word 0x843D ACK,,,,,,,,,,
10.9130053333333,SMBus,PEC 0x4B OK,,,,,,,,,,
10.9141959166667,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
10.9143461666667,SMBus,Command DesignVoltage 0x19,,,,,,,,,,
10.91455375,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
10.9147611666667,SMBus,Word 0x302A ACK,,,,,,,,,,
10.9151019166667,SMBus,PEC 0x23 OK,,,,,,,,,,
10.9165985,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
10.91674875,SMBus,Command ManufactureDate 0x1B,,,,,,,,,,
10.9169563333333,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
10.91716675,SMBus,ManufactureDate 0x1F4D 10/13/1995,,,,,,,,,,
10.9175036666667,SMBus,PEC 0x50 OK,,,,,,,,,,
10.9186944166667,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
10.9188445833333,SMBus,Command SerialNumber 0x1C,,,,,,,,,,
10.91905225,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
10.9191784166667,SMBus,Word 0xD304 ACK,,,,,,,,,,
10.9195479166667,SMBus,PEC 0xDB OK,,,,,,,,,,
10.92079025,SMBus,Write address 0x0B ACK Protocol=Block write,,,,,,,,,,
10.9209405,SMBus,Command ManufacturerName 0x20,,,,,,,,,,
10.9211480833333,SMBus,Read address 0x0B ACK Protocol=Block write,,,,,,,,,,
10.9213585,SMBus,Byte count 0x04,,,,,,,,,,
10.9215341666667,SMBus,Byte 0x53 ACK,,,,,,,,,,
10.9217136666667,SMBus,Byte 0x4F ACK,,,,,,,,,,
10.9218921666667,SMBus,Byte 0x4E ACK,,,,,,,,,,
10.9220715833333,SMBus,Byte 0x59 ACK,,,,,,,,,,
10.92224725,SMBus,PEC 0x30 OK,,,,,,,,,,
10.9234611666667,SMBus,Write address 0x0B ACK Protocol=Block write,,,,,,,,,,
10.9236114166667,SMBus,Command DeviceName 0x21,,,,,,,,,,
10.923819,SMBus,Read address 0x0B ACK Protocol=Block write,,,,,,,,,,
10.9240301666667,SMBus,Byte count 0x0B,,,,,,,,,,
10.92420575,SMBus,Byte 0x4C ACK,,,,,,,,,,
10.92438425,SMBus,Byte 0x4E ACK,,,,,,,,,,
10.92456375,SMBus,Byte 0x56 ACK,,,,,,,,,,
10.9247421666667,SMBus,Byte 0x2D ACK,,,,,,,,,,
10.92492075,SMBus,Byte 0x34 ACK,,,,,,,,,,
10.9251001666667,SMBus,Byte 0x32 ACK,,,,,,,,,,
10.92527875,SMBus,Byte 0x54 ACK,,,,,,,,,,
10.92545825,SMBus,Byte 0x34 ACK,,,,,,,,,,
10.92563675,SMBus,Byte 0x37 ACK,,,,,,,,,,
10.92581525,SMBus,Byte 0x36 ACK,,,,,,,,,,
10.92599475,SMBus,Byte 0x35 ACK,,,,,,,,,,
10.9261166666667,SMBus,PEC 0xDD OK,,,,,,,,,,
10.9273973333333,SMBus,Write address 0x0B ACK Protocol=Block write,,,,,,,,,,
10.9275475,SMBus,Command DeviceChemistry 0x22,,,,,,,,,,
10.9277551666667,SMBus,Read address 0x0B ACK Protocol=Block write,,,,,,,,,,
10.9279679166667,SMBus,Byte count 0x04,,,,,,,,,,
10.92814175,SMBus,Byte 0x4C ACK,,,,,,,,,,
10.9283201666667,SMBus,Byte 0x49 ACK,,,,,,,,,,
10.9284996666667,SMBus,Byte 0x4F ACK,,,,,,,,,,
10.9286781666667,SMBus,Byte 0x4E ACK,,,,,,,,,,
10.92885475,SMBus,PEC 0x31 OK,,,,,,,,,,
10.9301449166667,SMBus,Write address 0x0B ACK Protocol=Process call,,,,,,,,,,
10.9302951666667,SMBus,Command OptionalMfgFunction4 0x3C,,,,,,,,,,
10.93043575,SMBus,Byte count 0x04,,,,,,,,,,
10.9305763333333,SMBus,Byte 0x2A ACK,,,,,,,,,,
10.9307169166667,SMBus,Byte 0x35 ACK,,,,,,,,,,
10.9308575,SMBus,Byte 0x00 ACK,,,,,,,,,,
10.930998,SMBus,Byte 0x00 ACK,,,,,,,,,,
10.9311148333333,SMBus,PEC 0xAD OK,,,,,,,,,,
11.0363699166667,SMBus,Write address 0x0B ACK Protocol=Block write,,,,,,,,,,
11.0365200833333,SMBus,Command OptionalMfgFunction4 0x3C,,,,,,,,,,
11.03672775,SMBus,Read address 0x0B ACK Protocol=Block write,,,,,,,,,,
11.0369911666667,SMBus,Byte count 0x0A,,,,,,,,,,
11.037165,SMBus,Byte 0x4C ACK,,,,,,,,,,
11.0373445,SMBus,Byte 0x45 ACK,,,,,,,,,,
11.0375230833333,SMBus,Byte 0x4E ACK,,,,,,,,,,
11.0377016666667,SMBus,Byte 0x4F ACK,,,,,,,,,,
11.0378811666667,SMBus,Byte 0x56 ACK,,,,,,,,,,
11.03805975,SMBus,Byte 0x4F ACK,,,,,,,,,,
11.0381819166667,SMBus,Byte 0xD2 ACK,,,,,,,,,,
11.0383608333333,SMBus,Byte 0xB0 ACK,,,,,,,,,,
11.0385963333333,SMBus,Byte 0x1A ACK,,,,,,,,,,
11.0387768333333,SMBus,Byte 0x0D ACK,,,,,,,,,,
11.0389515833333,SMBus,PEC 0x71 OK,,,,,,,,,,
11.0402165833333,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.04036675,SMBus,Command <error> 0x35,,,,,,,,,,
11.0405744166667,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0407003333333,SMBus,Word 0x8000 ACK,,,,,,,,,,
11.0410701666667,SMBus,PEC 0x9C OK,,,,,,,,,,
11.0423124166667,SMBus,Write address 0x0B ACK Protocol=Block write,,,,,,,,,,
11.0424626666667,SMBus,Command <error> 0x37,,,,,,,,,,
11.04267025,SMBus,Read address 0x0B ACK Protocol=Block write,,,,,,,,,,
11.042884,SMBus,Byte count 0x08,,,,,,,,,,
11.0430568333333,SMBus,Byte 0x04 ACK,,,,,,,,,,
11.0432354166667,SMBus,Byte 0x00 ACK,,,,,,,,,,
11.0434140833333,SMBus,Byte 0x3D ACK,,,,,,,,,,
11.0435935833333,SMBus,Byte 0x5E ACK,,,,,,,,,,
11.0437721666667,SMBus,Byte 0x61 ACK,,,,,,,,,,
11.0439516666667,SMBus,Byte 0x01 ACK,,,,,,,,,,
11.04413025,SMBus,Byte 0x40 ACK,,,,,,,,,,
11.0443088333333,SMBus,Byte 0x01 ACK,,,,,,,,,,
11.0444311666667,SMBus,PEC 0xFA OK,,,,,,,,,,
11.0457373333333,SMBus,Write address 0x0B ACK Protocol=Block write,,,,,,,,,,
11.0458875833333,SMBus,Command OptionalMfgFunction5 0x2F,,,,,,,,,,
11.0460951666667,SMBus,Read address 0x0B ACK Protocol=Block write,,,,,,,,,,
11.0463083333333,SMBus,Byte count 0x0B,,,,,,,,,,
11.0464811666667,SMBus,Byte 0x31 ACK,,,,,,,,,,
11.04666075,SMBus,Byte 0x5A ACK,,,,,,,,,,
11.0468393333333,SMBus,Byte 0x37 ACK,,,,,,,,,,
11.0470179166667,SMBus,Byte 0x53 ACK,,,,,,,,,,
11.0471974166667,SMBus,Byte 0x53 ACK,,,,,,,,,,
11.047376,SMBus,Byte 0x33 ACK,,,,,,,,,,
11.0475555,SMBus,Byte 0x33 ACK,,,,,,,,,,
11.0477340833333,SMBus,Byte 0x43 ACK,,,,,,,,,,
11.0479126666667,SMBus,Byte 0x31 ACK,,,,,,,,,,
11.04809225,SMBus,Byte 0x32 ACK,,,,,,,,,,
11.04827075,SMBus,Byte 0x31 ACK,,,,,,,,,,
11.0483928333333,SMBus,PEC 0xF2 OK,,,,,,,,,,
11.0496735,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.04982375,SMBus,Command OptionalMfgFunction2 0x3E,,,,,,,,,,
11.0500313333333,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0502559166667,SMBus,Word 0x0100 ACK,,,,,,,,,,
11.0505398333333,SMBus,PEC 0xB5 OK,,,,,,,,,,
11.0517693333333,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0519195833333,SMBus,Command OptionalMfgFunction1 0x3F,,,,,,,,,,
11.0521271666667,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.05235675,SMBus,Word 0x244D ACK,,,,,,,,,,
11.0526356666667,SMBus,PEC 0xA8 OK,,,,,,,,,,
11.0539546666667,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0541049166667,SMBus,Command OptionalMfgFunction1 0x3F,,,,,,,,,,
11.0543125,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0545425833333,SMBus,Word 0x244D ACK,,,,,,,,,,
11.054821,SMBus,PEC 0xA8 OK,,,,,,,,,,
11.05614,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.05629025,SMBus,Command ManufacturerAccess 0x00,,,,,,,,,,
11.0564978333333,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0566678333333,SMBus,Word 0x1800 ACK,,,,,,,,,,
11.0570076666667,SMBus,PEC 0x32 OK,,,,,,,,,,
11.0581975,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.05834775,SMBus,Command BatteryStatus 0x16,,,,,,,,,,
11.0585553333333,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.05868175,SMBus,BatteryStatus 0x8000 OVER CHARGED ALARM=1, TERMINATE CHARGE ALARM=0, OVER TEMP ALARM=0, TERMINATE DISCHARGE ALARM=0, REMAINING CAPACITY ALARM=0, REMAINING TIME ALARM=0, INITIALIZED=0, DISCHARGING=0, FULLY CHARGED=0, FULLY DISCHARGED=0, ErrorCode=OK
11.0590901666667,SMBus,PEC 0x68 OK,,,,,,,,,,
11.0602678333333,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.060418,SMBus,Command ChargingCurrent 0x14,,,,,,,,,,
11.0606256666667,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0607516666667,SMBus,Word 0xCFF9 ACK,,,,,,,,,,
11.0611600833333,SMBus,PEC 0x3D OK,,,,,,,,,,
11.0623253333333,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0624755833333,SMBus,Command ChargingVoltage 0x15,,,,,,,,,,
11.0626831666667,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0628855,SMBus,Word 0x3831 ACK,,,,,,,,,,
11.06321775,SMBus,PEC 0x22 OK,,,,,,,,,,
11.0646256666667,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0647759166667,SMBus,Command Temperature 0x08,,,,,,,,,,
11.0649835,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0651096666667,SMBus,Word 0xD374 ACK,,,,,,,,,,
11.0654536666667,SMBus,PEC 0xB3 OK,,,,,,,,,,
11.06670875,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.066859,SMBus,Command <error> 0x3B,,,,,,,,,,
11.0670665833333,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0671924166667,SMBus,Word 0xD374 ACK,,,,,,,,,,
11.06762675,SMBus,PEC 0x20 OK,,,,,,,,,,
11.0687918333333,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0689420833333,SMBus,Command Voltage 0x09,,,,,,,,,,
11.0691496666667,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0692763333333,SMBus,Word 0xEFFD ACK,,,,,,,,,,
11.06968375,SMBus,PEC 0x16 OK,,,,,,,,,,
11.0708620833333,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0710123333333,SMBus,Command RemainingCapacity 0x0F,,,,,,,,,,
11.0712199166667,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.071413,SMBus,Word 0x192C ACK,,,,,,,,,,
11.0717415,SMBus,PEC 0x31 OK,,,,,,,,,,
11.0729324166667,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0730826666667,SMBus,Command FullChargeCapacity 0x10,,,,,,,,,,
11.07329025,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0734859166667,SMBus,Word 0x4580 ACK,,,,,,,,,,
11.073824,SMBus,PEC 0x39 OK,,,,,,,,,,
11.0752838333333,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0754340833333,SMBus,Command Current 0x0A,,,,,,,,,,
11.0756416666667,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0757675,SMBus,Word 0xF735 ACK,,,,,,,,,,
11.0761118333333,SMBus,PEC 0xA5 OK,,,,,,,,,,
11.0773541666667,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0775044166667,SMBus,Command RunTimeToEmpty 0x11,,,,,,,,,,
11.077712,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0778384166667,SMBus,Word 0xC67F ACK,,,,,,,,,,
11.0782468333333,SMBus,PEC 0x55 OK,,,,,,,,,,
11.07945,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.07960025,SMBus,Command AverageCurrent 0x0B,,,,,,,,,,
11.0798078333333,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0799343333333,SMBus,Word 0xE9EF ACK,,,,,,,,,,
11.0803418333333,SMBus,PEC 0x3A OK,,,,,,,,,,
11.0815330833333,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0816833333333,SMBus,Command AverageTimeToFull 0x13,,,,,,,,,,
11.0818909166667,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0820900833333,SMBus,Word 0x7895 ACK,,,,,,,,,,
11.08242525,SMBus,PEC 0x78 OK,,,,,,,,,,
11.0836034166667,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0837536666667,SMBus,Command AverageTimeToEmpty 0x12,,,,,,,,,,
11.08396125,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0840876666667,SMBus,Word 0xC67F ACK,,,,,,,,,,
11.084496,SMBus,PEC 0x6F OK,,,,,,,,,,
11.0856865,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.08583675,SMBus,Command CycleCount 0x17,,,,,,,,,,
11.0860443333333,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0862496666667,SMBus,Word 0x6A02 ACK,,,,,,,,,,
11.08652725,SMBus,PEC 0xB1 OK,,,,,,,,,,
11.0877823333333,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0879325833333,SMBus,Command MaxError 0x0C,,,,,,,,,,
11.0881401666667,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0883279166667,SMBus,Word 0x0200 ACK,,,,,,,,,,
11.0886621666667,SMBus,PEC 0x0F OK,,,,,,,,,,
11.0898398333333,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0899900833333,SMBus,Command RelativeStateOfCharge 0x0D,,,,,,,,,,
11.0901976666667,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.0903235,SMBus,Word 0xF59B ACK,,,,,,,,,,
11.0906679166667,SMBus,PEC 0xAE OK,,,,,,,,,,
11.0919101666667,SMBus,Write address 0x0B ACK Protocol=Block write,,,,,,,,,,
11.0920604166667,SMBus,Command ManufacturerData 0x23,,,,,,,,,,
11.092268,SMBus,Read address 0x0B ACK Protocol=Block write,,,,,,,,,,
11.0924783333333,SMBus,Byte count 0x0C,,,,,,,,,,
11.0926540833333,SMBus,Byte 0x42 ACK,,,,,,,,,,
11.0928335833333,SMBus,Byte 0x0A ACK,,,,,,,,,,
11.0930121666667,SMBus,Byte 0x05 ACK,,,,,,,,,,
11.09319075,SMBus,Byte 0x12 ACK,,,,,,,,,,
11.09331325,SMBus,Byte 0x86 ACK,,,,,,,,,,
11.0935488333333,SMBus,Byte 0x0F ACK,,,,,,,,,,
11.0936710833333,SMBus,Byte 0x86 ACK,,,,,,,,,,
11.0939069166667,SMBus,Byte 0x0F ACK,,,,,,,,,,
11.0940289166667,SMBus,Byte 0x86 ACK,,,,,,,,,,
11.094265,SMBus,Byte 0x0F ACK,,,,,,,,,,
11.09438675,SMBus,Byte 0x86 ACK,,,,,,,,,,
11.0946220833333,SMBus,Byte 0x0F ACK,,,,,,,,,,
11.09479875,SMBus,PEC 0x1B OK,,,,,,,,,,
11.0960124166667,SMBus,Write address 0x0B ACK Protocol=Block write,,,,,,,,,,
11.0961626666667,SMBus,Command <error> 0x30,,,,,,,,,,
11.09637025,SMBus,Read address 0x0B ACK Protocol=Block write,,,,,,,,,,
11.09658225,SMBus,Byte count 0x0A,,,,,,,,,,
11.096757,SMBus,Byte 0x09 ACK,,,,,,,,,,
11.09687875,SMBus,Byte 0xEB ACK,,,,,,,,,,
11.097115,SMBus,Byte 0x1A ACK,,,,,,,,,,
11.0972365833333,SMBus,Byte 0xC1 ACK,,,,,,,,,,
11.0974720833333,SMBus,Byte 0x09 ACK,,,,,,,,,,
11.0976525,SMBus,Byte 0x15 ACK,,,,,,,,,,
11.0978301666667,SMBus,Byte 0x00 ACK,,,,,,,,,,
11.0980086666667,SMBus,Byte 0x00 ACK,,,,,,,,,,
11.09818825,SMBus,Byte 0x00 ACK,,,,,,,,,,
11.09836775,SMBus,Byte 0x00 ACK,,,,,,,,,,
11.0985443333333,SMBus,PEC 0x5A OK,,,,,,,,,,
11.1004341666667,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.1005844166667,SMBus,Command ManufacturerAccess 0x00,,,,,,,,,,
11.100792,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.1009626666667,SMBus,Word 0x1800 ACK,,,,,,,,,,
11.1013006666667,SMBus,PEC 0x32 OK,,,,,,,,,,
11.10251725,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.1026675,SMBus,Command BatteryStatus 0x16,,,,,,,,,,
11.1028750833333,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.1030015833333,SMBus,BatteryStatus 0x8000 OVER CHARGED ALARM=1, TERMINATE CHARGE ALARM=0, OVER TEMP ALARM=0, TERMINATE DISCHARGE ALARM=0, REMAINING CAPACITY ALARM=0, REMAINING TIME ALARM=0, INITIALIZED=0, DISCHARGING=0, FULLY CHARGED=0, FULLY DISCHARGED=0, ErrorCode=OK
11.103409,SMBus,PEC 0x68 OK,,,,,,,,,,
11.10486875,SMBus,Write address 0x0B ACK Protocol=Read word,,,,,,,,,,
11.1050189166667,SMBus,Command ChargingCurrent 0x14,,,,,,,,,,
11.1052265833333,SMBus,Read address 0x0B ACK Protocol=Read word,,,,,,,,,,
